Info 0    [21:18:23.809] Starting TS Server
Info 194  [22:05:36.487] 	Files (106)

Info 195  [22:05:36.487] -----------------------------------------------
Info 196  [22:05:36.489] `remove Project::
Info 197  [22:05:36.489] Project '/dev/null/inferredProject2*' (Inferred)
Info 198  [22:05:36.489] 	Files (0)

Info 199  [22:05:36.489] -----------------------------------------------
Info 200  [22:05:36.489] Project '/dev/null/autoImportProviderProject2*' (AutoImportProvider)
Info 201  [22:05:36.489] 	Files (6)

Info 202  [22:05:36.489] -----------------------------------------------
Info 203  [22:05:38.165] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 204  [22:05:39.030] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 2 structureChanged: true structureIsReused:: Not Elapsed: 865.2579089999199ms
Info 205  [22:05:39.030] Project '/dev/null/inferredProject3*' (Inferred)
Info 206  [22:05:39.030] 	Files (164)

Info 207  [22:05:39.030] -----------------------------------------------
Info 208  [22:05:39.039] DirectoryWatcher:: Triggered with /home/siyer/.cache/typescript/4.7/node_modules :: WatchInfo: /home/siyer/.cache/typescript/4.7/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 209  [22:05:39.040] Elapsed:: 0.03738499991595745ms DirectoryWatcher:: Triggered with /home/siyer/.cache/typescript/4.7/node_modules :: WatchInfo: /home/siyer/.cache/typescript/4.7/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 210  [22:05:39.040] DirectoryWatcher:: Triggered with /home/siyer/.cache/typescript/4.7/node_modules :: WatchInfo: /home/siyer/.cache/typescript/4.7/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 211  [22:05:39.040] Elapsed:: 0.059594000689685345ms DirectoryWatcher:: Triggered with /home/siyer/.cache/typescript/4.7/node_modules :: WatchInfo: /home/siyer/.cache/typescript/4.7/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 212  [22:05:39.040] DirectoryWatcher:: Triggered with /home/siyer/.cache/typescript/4.7/node_modules :: WatchInfo: /home/siyer/.cache/typescript/4.7/node_modules 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 213  [22:05:39.040] Elapsed:: 0.023006999865174294ms DirectoryWatcher:: Triggered with /home/siyer/.cache/typescript/4.7/node_modules :: WatchInfo: /home/siyer/.cache/typescript/4.7/node_modules 1 undefined Project: /dev/null/inferredProject3* WatchType: Failed Lookup Locations
Info 214  [22:05:39.402] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 215  [22:05:39.458] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 3 structureChanged: true structureIsReused:: Not Elapsed: 55.40579899959266ms
Info 216  [22:05:39.458] Project '/dev/null/inferredProject3*' (Inferred)
Info 217  [22:05:39.458] 	Files (164)

Info 218  [22:05:39.458] -----------------------------------------------
Info 219  [22:05:40.291] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 220  [22:05:40.320] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: true structureIsReused:: SafeModules Elapsed: 29.110368000343442ms
Info 221  [22:05:40.320] Different program with same set of files
Info 222  [22:05:42.540] Before ensureProjectForOpenFiles:
Info 223  [22:05:42.541] After ensureProjectForOpenFiles:
Info 224  [22:05:42.541] got projects updated in background, updating diagnostics for /home/siyer/docs/projects/ongoing/martinalexandra.com/potato/pages/index.js,/home/siyer/docs/projects/ongoing/martinalexandra.com/next.config.js
Info 225  [23:42:13.471] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 226  [23:42:13.498] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 4 structureChanged: false structureIsReused:: Completely Elapsed: 27.213406999595463ms
Info 227  [23:42:13.498] Different program with same set of files
Info 228  [23:42:14.062] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 229  [23:42:14.089] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 5 structureChanged: false structureIsReused:: Completely Elapsed: 27.203350000083447ms
Info 230  [23:42:14.090] Different program with same set of files
Info 231  [23:42:14.520] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 232  [23:42:14.544] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 6 structureChanged: false structureIsReused:: Completely Elapsed: 24.345743999816477ms
Info 233  [23:42:14.544] Different program with same set of files
Info 234  [23:42:14.551] getCompletionData: Get current token: 0.06779900006949902
Info 235  [23:42:14.551] getCompletionData: Is inside comment: 0.1106159994378686
Info 236  [23:42:14.552] getCompletionData: Get previous token: 0.184213999658823
Info 237  [23:42:14.553] getCompletionsAtPosition: isCompletionListBlocker: 0.6776620000600815
Info 238  [23:42:14.558] getCompletionData: Semantic work: 5.39228199981153
Info 239  [23:42:14.588] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 26.556432000361383
Info 240  [23:42:14.591] getCompletionData: Get current token: 0.035180999897420406
Info 241  [23:42:14.591] getCompletionData: Is inside comment: 0.08489400055259466
Info 242  [23:42:14.591] getCompletionData: Get previous token: 0.1312389997765422
Info 243  [23:42:14.591] getCompletionsAtPosition: isCompletionListBlocker: 0.006570999510586262
Info 244  [23:42:14.592] getCompletionData: Semantic work: 0.496569000184536
Info 245  [23:42:14.593] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.410372999496758
Info 246  [23:42:14.594] getCompletionData: Get current token: 0.030721000395715237
Info 247  [23:42:14.594] getCompletionData: Is inside comment: 0.09500500001013279
Info 248  [23:42:14.595] getCompletionData: Get previous token: 0.09232199937105179
Info 249  [23:42:14.595] getCompletionsAtPosition: isCompletionListBlocker: 0.005716999992728233
Info 250  [23:42:14.595] getCompletionData: Semantic work: 0.38521300069987774
Info 251  [23:42:14.596] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.0977390008047223
Info 252  [23:42:14.597] getCompletionData: Get current token: 0.028667000122368336
Info 253  [23:42:14.597] getCompletionData: Is inside comment: 0.06026299949735403
Info 254  [23:42:14.598] getCompletionData: Get previous token: 0.10306300036609173
Info 255  [23:42:14.598] getCompletionsAtPosition: isCompletionListBlocker: 0.00587299931794405
Info 256  [23:42:14.598] getCompletionData: Semantic work: 0.31427100021392107
Info 257  [23:42:14.599] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.9872479997575283
Info 258  [23:42:14.607] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 259  [23:42:14.619] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 7 structureChanged: false structureIsReused:: Completely Elapsed: 12.256260000169277ms
Info 260  [23:42:14.619] Different program with same set of files
Info 261  [23:42:14.620] getCompletionData: Get current token: 0.031768000684678555
Info 262  [23:42:14.620] getCompletionData: Is inside comment: 0.07094800006598234
Info 263  [23:42:14.620] getCompletionData: Get previous token: 0.08449599985033274
Info 264  [23:42:14.620] getCompletionsAtPosition: isCompletionListBlocker: 0.005789999850094318
Info 265  [23:42:14.621] getCompletionData: Semantic work: 1.2414560001343489
Info 266  [23:42:14.623] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.1410720003768802
Info 267  [23:42:15.013] getCompletionData: Get current token: 0.050149000249803066
Info 268  [23:42:15.013] getCompletionData: Is inside comment: 0.11845800001174212
Info 269  [23:42:15.014] getCompletionData: Get previous token: 0.17506099957972765
Info 270  [23:42:15.014] getCompletionsAtPosition: isCompletionListBlocker: 0.012179000303149223
Info 271  [23:42:15.015] getCompletionData: Semantic work: 0.9955980004742742
Info 272  [23:42:15.017] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.8457810003310442
Info 273  [23:42:15.019] getCompletionData: Get current token: 0.08301699999719858
Info 274  [23:42:15.019] getCompletionData: Is inside comment: 0.11986100021749735
Info 275  [23:42:15.019] getCompletionData: Get previous token: 0.16450800001621246
Info 276  [23:42:15.019] getCompletionsAtPosition: isCompletionListBlocker: 0.009693999774754047
Info 277  [23:42:15.020] getCompletionData: Semantic work: 0.8159629991278052
Info 278  [23:42:15.022] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.9037440000101924
Info 279  [23:42:15.024] getCompletionData: Get current token: 0.04598500020802021
Info 280  [23:42:15.024] getCompletionData: Is inside comment: 0.09717300068587065
Info 281  [23:42:15.024] getCompletionData: Get previous token: 0.16244299989193678
Info 282  [23:42:15.024] getCompletionsAtPosition: isCompletionListBlocker: 0.009936999529600143
Info 283  [23:42:15.025] getCompletionData: Semantic work: 0.5361670004203916
Info 284  [23:42:15.030] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.10077799949795
Info 285  [23:42:15.218] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 286  [23:42:15.226] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 8 structureChanged: false structureIsReused:: Completely Elapsed: 8.340427000075579ms
Info 287  [23:42:15.226] Different program with same set of files
Info 288  [23:42:15.228] getCompletionData: Get current token: 0.026290000416338444
Info 289  [23:42:15.228] getCompletionData: Is inside comment: 0.04828200023621321
Info 290  [23:42:15.229] getCompletionData: Get previous token: 0.09904100000858307
Info 291  [23:42:15.229] getCompletionsAtPosition: isCompletionListBlocker: 0.09125600010156631
Info 292  [23:42:15.230] getCompletionData: Semantic work: 1.019519000314176
Info 293  [23:42:15.231] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.8884390005841851
Info 294  [23:42:15.232] getCompletionData: Get current token: 0.02396799996495247
Info 295  [23:42:15.232] getCompletionData: Is inside comment: 0.056172000244259834
Info 296  [23:42:15.232] getCompletionData: Get previous token: 0.07789000030606985
Info 297  [23:42:15.232] getCompletionsAtPosition: isCompletionListBlocker: 0.00877199973911047
Info 298  [23:42:15.233] getCompletionData: Semantic work: 0.3038440002128482
Info 299  [23:42:15.234] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.8515059994533658
Info 300  [23:42:15.234] getCompletionData: Get current token: 0.02551800012588501
Info 301  [23:42:15.235] getCompletionData: Is inside comment: 0.05070299934595823
Info 302  [23:42:15.235] getCompletionData: Get previous token: 0.08187399990856647
Info 303  [23:42:15.235] getCompletionsAtPosition: isCompletionListBlocker: 0.005743999965488911
Info 304  [23:42:15.235] getCompletionData: Semantic work: 0.33762599993497133
Info 305  [23:42:15.236] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.9930090000852942
Info 306  [23:42:15.237] getCompletionData: Get current token: 0.023890999145805836
Info 307  [23:42:15.237] getCompletionData: Is inside comment: 0.04895699955523014
Info 308  [23:42:15.237] getCompletionData: Get previous token: 0.08134400006383657
Info 309  [23:42:15.237] getCompletionsAtPosition: isCompletionListBlocker: 0.006379999220371246
Info 310  [23:42:15.237] getCompletionData: Semantic work: 0.21720200031995773
Info 311  [23:42:15.238] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.756628000177443
Info 312  [23:42:15.246] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 313  [23:42:15.257] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 10.697565000504255ms
Info 314  [23:42:15.257] Different program with same set of files
Info 315  [23:42:15.476] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 316  [23:42:15.486] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 10.00767800025642ms
Info 317  [23:42:15.487] Different program with same set of files
Info 318  [23:42:15.488] getCompletionData: Get current token: 0.04729499947279692
Info 319  [23:42:15.488] getCompletionData: Is inside comment: 0.07221699971705675
Info 320  [23:42:15.488] getCompletionData: Get previous token: 0.10821000020951033
Info 321  [23:42:15.488] getCompletionsAtPosition: isCompletionListBlocker: 0.010623999871313572
Info 322  [23:42:15.489] getCompletionData: Semantic work: 1.4356500003486872
Info 323  [23:42:15.491] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.0006529996171594
Info 324  [23:42:20.610] getCompletionData: Get current token: 0.14719200041145086
Info 325  [23:42:20.610] getCompletionData: Is inside comment: 0.1526469998061657
Info 326  [23:42:20.610] getCompletionData: Get previous token: 0.20419800002127886
Info 327  [23:42:20.610] getCompletionsAtPosition: isCompletionListBlocker: 0.018618999980390072
Info 328  [23:42:20.611] getCompletionData: Semantic work: 0.5883340006694198
Info 329  [23:42:20.613] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.071317999623716
Info 330  [23:42:20.615] getCompletionData: Get current token: 0.05671500042080879
Info 331  [23:42:20.615] getCompletionData: Is inside comment: 0.11524199973791838
Info 332  [23:42:20.616] getCompletionData: Get previous token: 0.1906139999628067
Info 333  [23:42:20.616] getCompletionsAtPosition: isCompletionListBlocker: 0.01156300026923418
Info 334  [23:42:20.617] getCompletionData: Semantic work: 0.6285180002450943
Info 335  [23:42:20.619] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.8436839999631047
Info 336  [23:42:20.621] getCompletionData: Get current token: 0.05629099998623133
Info 337  [23:42:20.621] getCompletionData: Is inside comment: 0.16989600006490946
Info 338  [23:42:20.621] getCompletionData: Get previous token: 0.27041800040751696
Info 339  [23:42:20.621] getCompletionsAtPosition: isCompletionListBlocker: 0.011490000411868095
Info 340  [23:42:20.622] getCompletionData: Semantic work: 0.48443100042641163
Info 341  [23:42:20.624] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.935712999664247
Info 342  [23:42:20.864] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 343  [23:42:20.884] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 11 structureChanged: false structureIsReused:: Completely Elapsed: 20.496752999722958ms
Info 344  [23:42:20.885] Different program with same set of files
Info 345  [23:42:38.740] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 346  [23:42:38.753] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 12 structureChanged: false structureIsReused:: Completely Elapsed: 13.023940999992192ms
Info 347  [23:42:38.753] Different program with same set of files
Info 348  [23:42:38.756] getCompletionData: Get current token: 0.04007100034505129
Info 349  [23:42:38.756] getCompletionData: Is inside comment: 0.01167299970984459
Info 350  [23:42:38.756] getCompletionData: Get previous token: 0.12078800052404404
Info 351  [23:42:38.756] getCompletionsAtPosition: isCompletionListBlocker: 0.009765999391674995
Info 352  [23:42:38.782] getCompletionData: Get current token: 0.018401999957859516
Info 353  [23:42:38.782] getCompletionData: Is inside comment: 0.005969000048935413
Info 354  [23:42:38.782] getCompletionData: Get previous token: 0.05067100003361702
Info 355  [23:42:38.783] getCompletionsAtPosition: isCompletionListBlocker: 0.006423000246286392
Info 356  [23:42:38.788] getCompletionData: Get current token: 0.015202000737190247
Info 357  [23:42:38.788] getCompletionData: Is inside comment: 0.006981000304222107
Info 358  [23:42:38.788] getCompletionData: Get previous token: 0.04898799955844879
Info 359  [23:42:38.788] getCompletionsAtPosition: isCompletionListBlocker: 0.006060999818146229
Info 360  [23:42:38.814] getCompletionData: Get current token: 0.03146099951118231
Info 361  [23:42:38.814] getCompletionData: Is inside comment: 0.009388000704348087
Info 362  [23:42:38.814] getCompletionData: Get previous token: 0.09998700022697449
Info 363  [23:42:38.814] getCompletionsAtPosition: isCompletionListBlocker: 0.007841000333428383
Info 364  [23:42:38.870] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 365  [23:42:38.889] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 13 structureChanged: false structureIsReused:: Completely Elapsed: 18.48964300006628ms
Info 366  [23:42:38.889] Different program with same set of files
Info 367  [23:42:38.890] getCompletionData: Get current token: 0.02612300030887127
Info 368  [23:42:38.890] getCompletionData: Is inside comment: 0.008006999269127846
Info 369  [23:42:38.890] getCompletionData: Get previous token: 0.12762400042265654
Info 370  [23:42:38.890] getCompletionsAtPosition: isCompletionListBlocker: 0.006322000175714493
Info 371  [23:42:38.898] getCompletionData: Get current token: 0.03106100019067526
Info 372  [23:42:38.898] getCompletionData: Is inside comment: 0.009003999643027782
Info 373  [23:42:38.899] getCompletionData: Get previous token: 0.1795720001682639
Info 374  [23:42:38.899] getCompletionsAtPosition: isCompletionListBlocker: 0.009021000005304813
Info 375  [23:42:38.924] getCompletionData: Get current token: 0.03783299960196018
Info 376  [23:42:38.924] getCompletionData: Is inside comment: 0.010142999701201916
Info 377  [23:42:38.924] getCompletionData: Get previous token: 0.17712599970400333
Info 378  [23:42:38.924] getCompletionsAtPosition: isCompletionListBlocker: 0.009889000095427036
Info 379  [23:42:38.947] getCompletionData: Get current token: 0.03683099988847971
Info 380  [23:42:38.947] getCompletionData: Is inside comment: 0.009885999374091625
Info 381  [23:42:38.947] getCompletionData: Get previous token: 0.1797919999808073
Info 382  [23:42:38.948] getCompletionsAtPosition: isCompletionListBlocker: 0.009046999737620354
Info 383  [23:42:39.060] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 384  [23:42:39.085] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 14 structureChanged: false structureIsReused:: Completely Elapsed: 24.160067000426352ms
Info 385  [23:42:39.085] Different program with same set of files
Info 386  [23:42:39.086] getCompletionData: Get current token: 0.0326769994571805
Info 387  [23:42:39.086] getCompletionData: Is inside comment: 0.008990000002086163
Info 388  [23:42:39.086] getCompletionData: Get previous token: 0.18121800012886524
Info 389  [23:42:39.086] getCompletionsAtPosition: isCompletionListBlocker: 0.009203999303281307
Info 390  [23:42:39.113] getCompletionData: Get current token: 0.057634999975562096
Info 391  [23:42:39.113] getCompletionData: Is inside comment: 0.015394999645650387
Info 392  [23:42:39.113] getCompletionData: Get previous token: 0.3196270000189543
Info 393  [23:42:39.114] getCompletionsAtPosition: isCompletionListBlocker: 0.012244000099599361
Info 394  [23:42:39.128] getCompletionData: Get current token: 0.031097999773919582
Info 395  [23:42:39.128] getCompletionData: Is inside comment: 0.008859999477863312
Info 396  [23:42:39.129] getCompletionData: Get previous token: 0.1732680005952716
Info 397  [23:42:39.129] getCompletionsAtPosition: isCompletionListBlocker: 0.00962899997830391
Info 398  [23:42:39.143] getCompletionData: Get current token: 0.03660300001502037
Info 399  [23:42:39.143] getCompletionData: Is inside comment: 0.008830000646412373
Info 400  [23:42:39.143] getCompletionData: Get previous token: 0.23487700056284666
Info 401  [23:42:39.144] getCompletionsAtPosition: isCompletionListBlocker: 0.0096220001578331
Info 402  [23:42:39.512] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 403  [23:42:39.533] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 15 structureChanged: false structureIsReused:: Completely Elapsed: 21.20099800080061ms
Info 404  [23:42:39.533] Different program with same set of files
Info 405  [23:42:39.535] getCompletionData: Get current token: 0.0337330000475049
Info 406  [23:42:39.535] getCompletionData: Is inside comment: 0.008826999925076962
Info 407  [23:42:39.536] getCompletionData: Get previous token: 0.19274200033396482
Info 408  [23:42:39.536] getCompletionsAtPosition: isCompletionListBlocker: 0.21767800021916628
Info 409  [23:42:39.537] getCompletionData: Get current token: 0.035970999859273434
Info 410  [23:42:39.537] getCompletionData: Is inside comment: 0.00840499997138977
Info 411  [23:42:39.537] getCompletionData: Get previous token: 0.1743260007351637
Info 412  [23:42:39.537] getCompletionsAtPosition: isCompletionListBlocker: 0.018598999828100204
Info 413  [23:42:39.538] getCompletionData: Get current token: 0.03496900014579296
Info 414  [23:42:39.538] getCompletionData: Is inside comment: 0.008475999347865582
Info 415  [23:42:39.538] getCompletionData: Get previous token: 0.17610300052911043
Info 416  [23:42:39.539] getCompletionsAtPosition: isCompletionListBlocker: 0.009441999718546867
Info 417  [23:42:39.539] getCompletionData: Get current token: 0.0342009998857975
Info 418  [23:42:39.539] getCompletionData: Is inside comment: 0.008423000574111938
Info 419  [23:42:39.540] getCompletionData: Get previous token: 0.17683800030499697
Info 420  [23:42:39.540] getCompletionsAtPosition: isCompletionListBlocker: 0.011860999278724194
Info 421  [23:42:39.553] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 422  [23:42:39.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 16 structureChanged: false structureIsReused:: Completely Elapsed: 18.02667499985546ms
Info 423  [23:42:39.571] Different program with same set of files
Info 424  [23:42:39.750] getCompletionData: Get current token: 0.027551000006496906
Info 425  [23:42:39.750] getCompletionData: Is inside comment: 0.014156000688672066
Info 426  [23:42:39.750] getCompletionData: Get previous token: 0.16243600007146597
Info 427  [23:42:39.750] getCompletionsAtPosition: isCompletionListBlocker: 0.009072000160813332
Info 428  [23:42:39.753] getCompletionData: Get current token: 0.024624000303447247
Info 429  [23:42:39.753] getCompletionData: Is inside comment: 0.006362000480294228
Info 430  [23:42:39.754] getCompletionData: Get previous token: 0.12481299974024296
Info 431  [23:42:39.754] getCompletionsAtPosition: isCompletionListBlocker: 0.007507000118494034
Info 432  [23:42:39.946] getCompletionData: Get current token: 0.014772000722587109
Info 433  [23:42:39.946] getCompletionData: Is inside comment: 0.0051030004397034645
Info 434  [23:42:39.946] getCompletionData: Get previous token: 0.07824499998241663
Info 435  [23:42:39.946] getCompletionsAtPosition: isCompletionListBlocker: 0.007158000022172928
Info 436  [23:42:39.950] getCompletionData: Get current token: 0.03492300026118755
Info 437  [23:42:39.950] getCompletionData: Is inside comment: 0.00860700011253357
Info 438  [23:42:39.950] getCompletionData: Get previous token: 0.21999999973922968
Info 439  [23:42:39.951] getCompletionsAtPosition: isCompletionListBlocker: 0.009959000162780285
Info 440  [23:42:40.763] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 441  [23:42:40.773] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 17 structureChanged: false structureIsReused:: Completely Elapsed: 10.39156699925661ms
Info 442  [23:42:40.773] Different program with same set of files
Info 443  [23:42:40.775] getCompletionData: Get current token: 0.013376999646425247
Info 444  [23:42:40.775] getCompletionData: Is inside comment: 0.003912999294698238
Info 445  [23:42:40.775] getCompletionData: Get previous token: 0.06968799978494644
Info 446  [23:42:40.775] getCompletionsAtPosition: isCompletionListBlocker: 0.005533999763429165
Info 447  [23:42:40.799] getCompletionData: Get current token: 0.020430000498890877
Info 448  [23:42:40.799] getCompletionData: Is inside comment: 0.0060189999639987946
Info 449  [23:42:40.799] getCompletionData: Get previous token: 0.10234099999070168
Info 450  [23:42:40.799] getCompletionsAtPosition: isCompletionListBlocker: 0.00694000069051981
Info 451  [23:42:40.814] getCompletionData: Get current token: 0.021920000202953815
Info 452  [23:42:40.814] getCompletionData: Is inside comment: 0.0062939999625086784
Info 453  [23:42:40.814] getCompletionData: Get previous token: 0.10869100037962198
Info 454  [23:42:40.815] getCompletionsAtPosition: isCompletionListBlocker: 0.007282000035047531
Info 455  [23:42:40.820] getCompletionData: Get current token: 0.02358900010585785
Info 456  [23:42:40.820] getCompletionData: Is inside comment: 0.00676799938082695
Info 457  [23:42:40.820] getCompletionData: Get previous token: 0.11016199924051762
Info 458  [23:42:40.820] getCompletionsAtPosition: isCompletionListBlocker: 0.00824700016528368
Info 459  [23:42:41.298] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 460  [23:42:41.306] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 18 structureChanged: false structureIsReused:: Completely Elapsed: 8.440347000025213ms
Info 461  [23:42:41.306] Different program with same set of files
Info 462  [23:42:41.307] getCompletionData: Get current token: 0.015777000226080418
Info 463  [23:42:41.307] getCompletionData: Is inside comment: 0.005091000348329544
Info 464  [23:42:41.307] getCompletionData: Get previous token: 0.07985599990934134
Info 465  [23:42:41.308] getCompletionsAtPosition: isCompletionListBlocker: 0.00827299989759922
Info 466  [23:42:41.330] getCompletionData: Get current token: 0.022498000413179398
Info 467  [23:42:41.331] getCompletionData: Is inside comment: 0.007438000291585922
Info 468  [23:42:41.331] getCompletionData: Get previous token: 0.11510299984365702
Info 469  [23:42:41.331] getCompletionsAtPosition: isCompletionListBlocker: 0.008162000216543674
Info 470  [23:42:41.332] getCompletionData: Get current token: 0.02001499943435192
Info 471  [23:42:41.332] getCompletionData: Is inside comment: 0.006156999617815018
Info 472  [23:42:41.332] getCompletionData: Get previous token: 0.2662880001589656
Info 473  [23:42:41.332] getCompletionsAtPosition: isCompletionListBlocker: 0.006688999943435192
Info 474  [23:42:41.333] getCompletionData: Get current token: 0.01962199993431568
Info 475  [23:42:41.333] getCompletionData: Is inside comment: 0.00494800042361021
Info 476  [23:42:41.333] getCompletionData: Get previous token: 0.3257060004398227
Info 477  [23:42:41.333] getCompletionsAtPosition: isCompletionListBlocker: 0.006153999827802181
Info 478  [23:42:41.538] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 479  [23:42:41.547] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 19 structureChanged: false structureIsReused:: Completely Elapsed: 8.312908000312746ms
Info 480  [23:42:41.547] Different program with same set of files
Info 481  [23:42:41.548] getCompletionData: Get current token: 0.015024999156594276
Info 482  [23:42:41.548] getCompletionData: Is inside comment: 0.004711000248789787
Info 483  [23:42:41.548] getCompletionData: Get previous token: 0.06836999952793121
Info 484  [23:42:41.548] getCompletionsAtPosition: isCompletionListBlocker: 0.005940000526607037
Info 485  [23:42:41.572] getCompletionData: Get current token: 0.013615000061690807
Info 486  [23:42:41.572] getCompletionData: Is inside comment: 0.004487999714910984
Info 487  [23:42:41.572] getCompletionData: Get previous token: 0.0740520004183054
Info 488  [23:42:41.572] getCompletionsAtPosition: isCompletionListBlocker: 0.0056929998099803925
Info 489  [23:42:41.584] getCompletionData: Get current token: 0.018094999715685844
Info 490  [23:42:41.584] getCompletionData: Is inside comment: 0.004058999940752983
Info 491  [23:42:41.584] getCompletionData: Get previous token: 0.07538499962538481
Info 492  [23:42:41.584] getCompletionsAtPosition: isCompletionListBlocker: 0.006391000002622604
Info 493  [23:42:41.587] getCompletionData: Get current token: 0.012788000516593456
Info 494  [23:42:41.587] getCompletionData: Is inside comment: 0.004350000061094761
Info 495  [23:42:41.587] getCompletionData: Get previous token: 0.07404900062829256
Info 496  [23:42:41.587] getCompletionsAtPosition: isCompletionListBlocker: 0.005644999444484711
Info 497  [23:42:42.199] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 498  [23:42:42.220] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 20 structureChanged: false structureIsReused:: Completely Elapsed: 20.6945160003379ms
Info 499  [23:42:42.220] Different program with same set of files
Info 500  [23:42:42.712] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 501  [23:42:42.729] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 21 structureChanged: false structureIsReused:: Completely Elapsed: 16.826852000318468ms
Info 502  [23:42:42.729] Different program with same set of files
Info 503  [23:42:43.177] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 504  [23:42:43.192] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 22 structureChanged: false structureIsReused:: Completely Elapsed: 14.245445999316871ms
Info 505  [23:42:43.192] Different program with same set of files
Info 506  [23:42:43.656] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 507  [23:42:43.670] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 23 structureChanged: false structureIsReused:: Completely Elapsed: 13.960140000097454ms
Info 508  [23:42:43.670] Different program with same set of files
Info 509  [23:42:43.672] getCompletionData: Get current token: 0.03067000024020672
Info 510  [23:42:43.672] getCompletionData: Is inside comment: 0.009026999585330486
Info 511  [23:42:43.672] getCompletionData: Get previous token: 0.1510800002142787
Info 512  [23:42:43.672] getCompletionsAtPosition: isCompletionListBlocker: 0.010118999518454075
Info 513  [23:42:43.705] getExportInfoMap: cache miss or empty; calculating new results
